-0.5 	-1 	0.5 	39.4579 	0.103042 	-3.82975e-19
-0.484375 	-1 	0.5 	39.4574 	0.0961775 	-7.54443e-19
-0.46875 	-1 	0.5 	39.4568 	0.0905801 	-3.9312e-19
-0.453125 	-1 	0.5 	39.4563 	0.0841789 	-7.15651e-19
-0.4375 	-1 	0.5 	39.4565 	0.0764057 	-1.22714e-18
-0.421875 	-1 	0.5 	39.4568 	0.0699922 	-1.86415e-19
-0.40625 	-1 	0.5 	39.4575 	0.0649406 	1.5372e-19
-0.390625 	-1 	0.5 	39.4565 	0.0574622 	6.04762e-19
-0.375 	-1 	0.5 	39.4587 	0.0527995 	6.77864e-18
-0.359375 	-1 	0.5 	39.4596 	0.0456034 	2.73973e-18
-0.34375 	-1 	0.5 	39.4608 	0.0398776 	-3.97476e-18
-0.328125 	-1 	0.5 	39.462 	0.0341775 	-3.6035e-19
-0.3125 	-1 	0.5 	39.4638 	0.0281535 	3.46468e-19
-0.296875 	-1 	0.5 	39.4662 	0.0216899 	7.11322e-20
-0.28125 	-1 	0.5 	39.4683 	0.0158558 	-2.85208e-20
-0.265625 	-1 	0.5 	39.4703 	0.010965 	4.62203e-18
-0.25 	-1 	0.5 	39.473 	0.00572013 	4.60048e-18
-0.234375 	-1 	0.5 	39.4761 	0.000299594 	5.80613e-19
-0.21875 	-1 	0.5 	39.4783 	-0.00606075 	5.09712e-19
-0.203125 	-1 	0.5 	39.4811 	-0.0116993 	-5.19957e-19
-0.1875 	-1 	0.5 	39.4842 	-0.0163712 	-2.94669e-18
-0.171875 	-1 	0.5 	39.4877 	-0.021218 	2.50122e-18
-0.15625 	-1 	0.5 	39.4917 	-0.0262333 	4.06625e-18
-0.140625 	-1 	0.5 	39.4954 	-0.0306556 	1.90453e-18
-0.125 	-1 	0.5 	39.4991 	-0.0342026 	1.62132e-18
-0.109375 	-1 	0.5 	39.5031 	-0.0379743 	-7.76094e-19
-0.09375 	-1 	0.5 	39.5076 	-0.0414502 	5.77802e-19
-0.078125 	-1 	0.5 	39.5114 	-0.044461 	2.09379e-18
-0.0625 	-1 	0.5 	39.5157 	-0.0478029 	1.49379e-18
-0.046875 	-1 	0.5 	39.5204 	-0.0510447 	5.13098e-19
-0.03125 	-1 	0.5 	39.5247 	-0.0537474 	5.73479e-20
-0.015625 	-1 	0.5 	39.529 	-0.0562379 	-2.18336e-19
0 	-1 	0.5 	39.5334 	-0.0581784 	-5.58692e-20
0.015625 	-1 	0.5 	39.5381 	-0.0597098 	-2.29301e-18
0.03125 	-1 	0.5 	39.5423 	-0.0613564 	-4.34866e-18
0.046875 	-1 	0.5 	39.5461 	-0.0638616 	-6.16151e-19
0.0625 	-1 	0.5 	39.5508 	-0.065108 	-2.10948e-18
0.078125 	-1 	0.5 	39.5552 	-0.0655181 	-2.39911e-18
0.09375 	-1 	0.5 	39.5594 	-0.0657131 	-1.1725e-18
0.109375 	-1 	0.5 	39.5635 	-0.0657878 	-8.76076e-20
0.125 	-1 	0.5 	39.567 	-0.0661807 	-1.49557e-20
0.140625 	-1 	0.5 	39.5706 	-0.0664722 	1.57808e-19
0.15625 	-1 	0.5 	39.5748 	-0.0659306 	1.87965e-19
0.171875 	-1 	0.5 	39.5783 	-0.0657164 	-1.53888e-18
0.1875 	-1 	0.5 	39.5814 	-0.0649963 	-1.62027e-18
0.203125 	-1 	0.5 	39.5845 	-0.0641121 	-1.29523e-19
0.21875 	-1 	0.5 	39.5874 	-0.0632742 	3.40095e-19
0.234375 	-1 	0.5 	39.5903 	-0.0624652 	3.36106e-19
0.25 	-1 	0.5 	39.5929 	-0.0610837 	9.37391e-19
0.265625 	-1 	0.5 	39.5949 	-0.0597348 	-6.8393e-18
0.28125 	-1 	0.5 	39.597 	-0.0583261 	-8.22927e-18
0.296875 	-1 	0.5 	39.5994 	-0.0565295 	-3.83304e-19
0.3125 	-1 	0.5 	39.6011 	-0.0544986 	-3.51853e-19
0.328125 	-1 	0.5 	39.6024 	-0.0541217 	1.71512e-19
0.34375 	-1 	0.5 	39.6041 	-0.0514793 	1.41809e-19
0.359375 	-1 	0.5 	39.6048 	-0.0495645 	-1.14046e-19
0.375 	-1 	0.5 	39.6053 	-0.0480077 	-2.94951e-19
0.390625 	-1 	0.5 	39.6058 	-0.0464509 	-4.75856e-19
0.40625 	-1 	0.5 	39.6061 	-0.0449552 	-7.94067e-20
0.421875 	-1 	0.5 	39.6064 	-0.0432022 	3.19776e-19
0.4375 	-1 	0.5 	39.6066 	-0.0414624 	6.40926e-19
0.453125 	-1 	0.5 	39.6063 	-0.0395888 	1.3994e-18
0.46875 	-1 	0.5 	39.6053 	-0.0382319 	2.40756e-18
0.484375 	-1 	0.5 	39.6046 	-0.0367582 	1.24302e-18
0.5 	-1 	0.5 	39.6039 	-0.0351868 	-3.87196e-19
0.515625 	-1 	0.5 	39.6025 	-0.0340914 	-9.67018e-19
0.53125 	-1 	0.5 	39.6011 	-0.0329478 	-2.82371e-18
0.546875 	-1 	0.5 	39.5998 	-0.0320076 	-2.93137e-18
0.5625 	-1 	0.5 	39.5985 	-0.0315345 	-1.75707e-19
0.578125 	-1 	0.5 	39.5963 	-0.0310116 	7.77e-19
0.59375 	-1 	0.5 	39.5943 	-0.0302917 	-2.6665e-18
0.609375 	-1 	0.5 	39.5921 	-0.0295497 	-1.29733e-18
0.625 	-1 	0.5 	39.5895 	-0.0292287 	-9.37677e-19
0.640625 	-1 	0.5 	39.5871 	-0.0289485 	-2.9298e-19
0.65625 	-1 	0.5 	39.5852 	-0.0292902 	5.12604e-19
0.671875 	-1 	0.5 	39.5831 	-0.0301991 	4.06584e-18
0.6875 	-1 	0.5 	39.5808 	-0.0310235 	5.35448e-18
0.703125 	-1 	0.5 	39.5788 	-0.0321806 	-8.74936e-19
0.71875 	-1 	0.5 	39.5757 	-0.033028 	3.53215e-19
0.734375 	-1 	0.5 	39.5729 	-0.0332288 	1.44907e-18
0.75 	-1 	0.5 	39.5702 	-0.0353199 	-5.20994e-18
0.765625 	-1 	0.5 	39.5677 	-0.0373137 	-3.56757e-18
0.78125 	-1 	0.5 	39.5649 	-0.0394 	1.34296e-18
0.796875 	-1 	0.5 	39.5621 	-0.0413197 	4.30778e-18
0.8125 	-1 	0.5 	39.5595 	-0.0441109 	1.44291e-18
0.828125 	-1 	0.5 	39.557 	-0.0466264 	-2.25498e-18
0.84375 	-1 	0.5 	39.5546 	-0.0498302 	-2.82362e-18
0.859375 	-1 	0.5 	39.5523 	-0.0524796 	-8.61727e-19
0.875 	-1 	0.5 	39.5496 	-0.0552619 	8.09261e-19
0.890625 	-1 	0.5 	39.5471 	-0.0584657 	-1.19831e-19
0.90625 	-1 	0.5 	39.5452 	-0.0619058 	6.01012e-19
0.921875 	-1 	0.5 	39.5428 	-0.0650427 	-1.39746e-19
0.9375 	-1 	0.5 	39.5408 	-0.0682615 	-8.16574e-19
0.953125 	-1 	0.5 	39.5388 	-0.0720746 	9.84825e-19
0.96875 	-1 	0.5 	39.5373 	-0.0763026 	3.15353e-19
0.984375 	-1 	0.5 	39.5354 	-0.081203 	-7.92818e-19
1 	-1 	0.5 	39.5346 	-0.0866673 	-6.14534e-18
1.01562 	-1 	0.5 	39.5326 	-0.0904415 	1.23828e-18
1.03125 	-1 	0.5 	39.5317 	-0.0943844 	5.24762e-18
1.04688 	-1 	0.5 	39.5302 	-0.0984878 	-4.91524e-19
1.0625 	-1 	0.5 	39.5297 	-0.10285 	-1.16529e-18
1.07812 	-1 	0.5 	39.5293 	-0.108516 	3.15186e-21
1.09375 	-1 	0.5 	39.5287 	-0.113671 	3.03571e-19
1.10938 	-1 	0.5 	39.5284 	-0.117753 	3.99494e-19
1.125 	-1 	0.5 	39.5284 	-0.122527 	1.21416e-18
