-0.5 	-1 	0.5 	-9.05518
-0.484375 	-1 	0.5 	-9.11249
-0.46875 	-1 	0.5 	-9.16777
-0.453125 	-1 	0.5 	-9.24062
-0.4375 	-1 	0.5 	-9.3148
-0.421875 	-1 	0.5 	-9.38865
-0.40625 	-1 	0.5 	-9.47145
-0.390625 	-1 	0.5 	-9.53389
-0.375 	-1 	0.5 	-9.62073
-0.359375 	-1 	0.5 	-9.69072
-0.34375 	-1 	0.5 	-9.80675
-0.328125 	-1 	0.5 	-9.91323
-0.3125 	-1 	0.5 	-10.0509
-0.296875 	-1 	0.5 	-10.1715
-0.28125 	-1 	0.5 	-10.2374
-0.265625 	-1 	0.5 	-10.4141
-0.25 	-1 	0.5 	-10.5532
-0.234375 	-1 	0.5 	-10.6737
-0.21875 	-1 	0.5 	-10.7994
-0.203125 	-1 	0.5 	-10.9537
-0.1875 	-1 	0.5 	-11.1264
-0.171875 	-1 	0.5 	-11.2632
-0.15625 	-1 	0.5 	-11.4272
-0.140625 	-1 	0.5 	-11.5488
-0.125 	-1 	0.5 	-11.7029
-0.109375 	-1 	0.5 	-11.8702
-0.09375 	-1 	0.5 	-12.0222
-0.078125 	-1 	0.5 	-12.1962
-0.0625 	-1 	0.5 	-12.3651
-0.046875 	-1 	0.5 	-12.5159
-0.03125 	-1 	0.5 	-12.689
-0.015625 	-1 	0.5 	-12.8542
0 	-1 	0.5 	-12.997
0.015625 	-1 	0.5 	-13.1635
0.03125 	-1 	0.5 	-13.3249
0.046875 	-1 	0.5 	-13.485
0.0625 	-1 	0.5 	-13.6436
0.078125 	-1 	0.5 	-13.7941
0.09375 	-1 	0.5 	-13.9144
0.109375 	-1 	0.5 	-14.1038
0.125 	-1 	0.5 	-14.2018
0.140625 	-1 	0.5 	-14.3275
0.15625 	-1 	0.5 	-14.4546
0.171875 	-1 	0.5 	-14.5882
0.1875 	-1 	0.5 	-14.7176
0.203125 	-1 	0.5 	-14.8261
0.21875 	-1 	0.5 	-14.9336
0.234375 	-1 	0.5 	-15.0381
0.25 	-1 	0.5 	-15.136
0.265625 	-1 	0.5 	-15.2338
0.28125 	-1 	0.5 	-15.3158
0.296875 	-1 	0.5 	-15.3868
0.3125 	-1 	0.5 	-15.4578
0.328125 	-1 	0.5 	-15.5402
0.34375 	-1 	0.5 	-15.5706
0.359375 	-1 	0.5 	-15.6151
0.375 	-1 	0.5 	-15.6804
0.390625 	-1 	0.5 	-15.7092
0.40625 	-1 	0.5 	-15.7312
0.421875 	-1 	0.5 	-15.7448
0.4375 	-1 	0.5 	-15.7626
0.453125 	-1 	0.5 	-15.7737
0.46875 	-1 	0.5 	-15.7867
0.484375 	-1 	0.5 	-15.7924
0.5 	-1 	0.5 	-15.7751
0.515625 	-1 	0.5 	-15.7694
0.53125 	-1 	0.5 	-15.739
0.546875 	-1 	0.5 	-15.7117
0.5625 	-1 	0.5 	-15.6801
0.578125 	-1 	0.5 	-15.6416
0.59375 	-1 	0.5 	-15.6185
0.609375 	-1 	0.5 	-15.5754
0.625 	-1 	0.5 	-15.5215
0.640625 	-1 	0.5 	-15.4613
0.65625 	-1 	0.5 	-15.4095
0.671875 	-1 	0.5 	-15.3575
0.6875 	-1 	0.5 	-15.302
0.703125 	-1 	0.5 	-15.2429
0.71875 	-1 	0.5 	-15.169
0.734375 	-1 	0.5 	-15.0998
0.75 	-1 	0.5 	-15.0384
0.765625 	-1 	0.5 	-14.9831
0.78125 	-1 	0.5 	-14.9051
0.796875 	-1 	0.5 	-14.8319
0.8125 	-1 	0.5 	-14.7457
0.828125 	-1 	0.5 	-14.6854
0.84375 	-1 	0.5 	-14.5973
0.859375 	-1 	0.5 	-14.5456
0.875 	-1 	0.5 	-14.4736
0.890625 	-1 	0.5 	-14.3907
0.90625 	-1 	0.5 	-14.3092
0.921875 	-1 	0.5 	-14.2444
0.9375 	-1 	0.5 	-14.1724
0.953125 	-1 	0.5 	-14.1
0.96875 	-1 	0.5 	-14.0273
0.984375 	-1 	0.5 	-13.9673
1 	-1 	0.5 	-13.9041
1.01562 	-1 	0.5 	-13.8285
1.03125 	-1 	0.5 	-13.763
1.04688 	-1 	0.5 	-13.7077
1.0625 	-1 	0.5 	-13.6451
1.07812 	-1 	0.5 	-13.5853
1.09375 	-1 	0.5 	-13.5375
1.10938 	-1 	0.5 	-13.4896
1.125 	-1 	0.5 	-13.4357
1.14062 	-1 	0.5 	-13.3646
1.15625 	-1 	0.5 	-13.3168
1.17188 	-1 	0.5 	-13.2646
1.1875 	-1 	0.5 	-13.2166
1.20312 	-1 	0.5 	-13.1743
1.21875 	-1 	0.5 	-13.1292
1.23438 	-1 	0.5 	-13.0971
1.25 	-1 	0.5 	-13.0726
1.26562 	-1 	0.5 	-13.043
1.28125 	-1 	0.5 	-13.0166
1.29688 	-1 	0.5 	-12.9855
1.3125 	-1 	0.5 	-12.9541
1.32812 	-1 	0.5 	-12.9182
1.34375 	-1 	0.5 	-12.8825
1.35938 	-1 	0.5 	-12.8734
1.375 	-1 	0.5 	-12.8794
1.39062 	-1 	0.5 	-12.868
1.40625 	-1 	0.5 	-12.8372
1.42188 	-1 	0.5 	-12.7869
1.4375 	-1 	0.5 	-12.7807
1.45312 	-1 	0.5 	-12.7935
1.46875 	-1 	0.5 	-12.7927
1.48438 	-1 	0.5 	-12.7922
-0.5 	-0.984375 	0.5 	-8.91664
-0.484375 	-0.984375 	0.5 	-8.97699
-0.46875 	-0.984375 	0.5 	-9.02413
-0.453125 	-0.984375 	0.5 	-9.10516
-0.4375 	-0.984375 	0.5 	-9.18617
-0.421875 	-0.984375 	0.5 	-9.26725
-0.40625 	-0.984375 	0.5 	-9.35524
-0.390625 	-0.984375 	0.5 	-9.43594
-0.375 	-0.984375 	0.5 	-9.51526
-0.359375 	-0.984375 	0.5 	-9.61184
-0.34375 	-0.984375 	0.5 	-9.70432
-0.328125 	-0.984375 	0.5 	-9.819
-0.3125 	-0.984375 	0.5 	-9.96295
-0.296875 	-0.984375 	0.5 	-10.0332
-0.28125 	-0.984375 	0.5 	-10.162
-0.265625 	-0.984375 	0.5 	-10.3057
-0.25 	-0.984375 	0.5 	-10.4409
-0.234375 	-0.984375 	0.5 	-10.5795
-0.21875 	-0.984375 	0.5 	-10.7211
-0.203125 	-0.984375 	0.5 	-10.8932
-0.1875 	-0.984375 	0.5 	-11.0611
-0.171875 	-0.984375 	0.5 	-11.2162
-0.15625 	-0.984375 	0.5 	-11.3636
-0.140625 	-0.984375 	0.5 	-11.4889
-0.125 	-0.984375 	0.5 	-11.6502
-0.109375 	-0.984375 	0.5 	-11.8354
-0.09375 	-0.984375 	0.5 	-11.9991
-0.078125 	-0.984375 	0.5 	-12.1785
-0.0625 	-0.984375 	0.5 	-12.3506
-0.046875 	-0.984375 	0.5 	-12.5168
-0.03125 	-0.984375 	0.5 	-12.6869
-0.015625 	-0.984375 	0.5 	-12.857
0 	-0.984375 	0.5 	-13.0207
0.015625 	-0.984375 	0.5 	-13.1755
0.03125 	-0.984375 	0.5 	-13.3475
0.046875 	-0.984375 	0.5 	-13.5277
0.0625 	-0.984375 	0.5 	-13.6827
0.078125 	-0.984375 	0.5 	-13.8564
0.09375 	-0.984375 	0.5 	-14.0159
0.109375 	-0.984375 	0.5 	-14.171
0.125 	-0.984375 	0.5 	-14.2799
0.140625 	-0.984375 	0.5 	-14.387
0.15625 	-0.984375 	0.5 	-14.5438
0.171875 	-0.984375 	0.5 	-14.688
0.1875 	-0.984375 	0.5 	-14.8143
0.203125 	-0.984375 	0.5 	-14.9394
0.21875 	-0.984375 	0.5 	-15.0482
0.234375 	-0.984375 	0.5 	-15.1536
0.25 	-0.984375 	0.5 	-15.2615
0.265625 	-0.984375 	0.5 	-15.3569
0.28125 	-0.984375 	0.5 	-15.4496
0.296875 	-0.984375 	0.5 	-15.5044
0.3125 	-0.984375 	0.5 	-15.5979
0.328125 	-0.984375 	0.5 	-15.6648
0.34375 	-0.984375 	0.5 	-15.712
0.359375 	-0.984375 	0.5 	-15.7508
0.375 	-0.984375 	0.5 	-15.8043
0.390625 	-0.984375 	0.5 	-15.8375
0.40625 	-0.984375 	0.5 	-15.8622
0.421875 	-0.984375 	0.5 	-15.8778
0.4375 	-0.984375 	0.5 	-15.8851
0.453125 	-0.984375 	0.5 	-15.9005
0.46875 	-0.984375 	0.5 	-15.9132
0.484375 	-0.984375 	0.5 	-15.9077
0.5 	-0.984375 	0.5 	-15.8879
0.515625 	-0.984375 	0.5 	-15.8857
0.53125 	-0.984375 	0.5 	-15.8784
0.546875 	-0.984375 	0.5 	-15.8191
0.5625 	-0.984375 	0.5 	-15.7894
0.578125 	-0.984375 	0.5 	-15.7555
0.59375 	-0.984375 	0.5 	-15.7124
0.609375 	-0.984375 	0.5 	-15.6623
0.625 	-0.984375 	0.5 	-15.6084
0.640625 	-0.984375 	0.5 	-15.5525
0.65625 	-0.984375 	0.5 	-15.5107
0.671875 	-0.984375 	0.5 	-15.4485
0.6875 	-0.984375 	0.5 	-15.3813
0.703125 	-0.984375 	0.5 	-15.3016
0.71875 	-0.984375 	0.5 	-15.2349
0.734375 	-0.984375 	0.5 	-15.1598
0.75 	-0.984375 	0.5 	-15.088
0.765625 	-0.984375 	0.5 	-15.0291
0.78125 	-0.984375 	0.5 	-14.9518
0.796875 	-0.984375 	0.5 	-14.8741
0.8125 	-0.984375 	0.5 	-14.8004
0.828125 	-0.984375 	0.5 	-14.7073
0.84375 	-0.984375 	0.5 	-14.6451
0.859375 	-0.984375 	0.5 	-14.5788
0.875 	-0.984375 	0.5 	-14.4964
0.890625 	-0.984375 	0.5 	-14.4218
0.90625 	-0.984375 	0.5 	-14.3305
0.921875 	-0.984375 	0.5 	-14.2531
0.9375 	-0.984375 	0.5 	-14.1812
0.953125 	-0.984375 	0.5 	-14.1056
0.96875 	-0.984375 	0.5 	-14.0301
0.984375 	-0.984375 	0.5 	-13.9584
1 	-0.984375 	0.5 	-13.8872
1.01562 	-0.984375 	0.5 	-13.8156
1.03125 	-0.984375 	0.5 	-13.7481
1.04688 	-0.984375 	0.5 	-13.6956
1.0625 	-0.984375 	0.5 	-13.6359
1.07812 	-0.984375 	0.5 	-13.5639
1.09375 	-0.984375 	0.5 	-13.5116
1.10938 	-0.984375 	0.5 	-13.462
1.125 	-0.984375 	0.5 	-13.4113
1.14062 	-0.984375 	0.5 	-13.3425
1.15625 	-0.984375 	0.5 	-13.2867
1.17188 	-0.984375 	0.5 	-13.2344
1.1875 	-0.984375 	0.5 	-13.184
1.20312 	-0.984375 	0.5 	-13.138
1.21875 	-0.984375 	0.5 	-13.0999
1.23438 	-0.984375 	0.5 	-13.0777
1.25 	-0.984375 	0.5 	-13.0526
1.26562 	-0.984375 	0.5 	-12.9994
1.28125 	-0.984375 	0.5 	-12.971
1.29688 	-0.984375 	0.5 	-12.9421
1.3125 	-0.984375 	0.5 	-12.9122
1.32812 	-0.984375 	0.5 	-12.8692
1.34375 	-0.984375 	0.5 	-12.8375
1.35938 	-0.984375 	0.5 	-12.8268
1.375 	-0.984375 	0.5 	-12.8176
1.39062 	-0.984375 	0.5 	-12.8211
1.40625 	-0.984375 	0.5 	-12.7862
1.42188 	-0.984375 	0.5 	-12.7647
1.4375 	-0.984375 	0.5 	-12.7547
1.45312 	-0.984375 	0.5 	-12.7342
1.46875 	-0.984375 	0.5 	-12.7437
1.48438 	-0.984375 	0.5 	-12.7551
-0.5 	-0.96875 	0.5 	-8.77826
-0.484375 	-0.96875 	0.5 	-8.83694
-0.46875 	-0.96875 	0.5 	-8.87662
-0.453125 	-0.96875 	0.5 	-8.97158
-0.4375 	-0.96875 	0.5 	-9.04811
-0.421875 	-0.96875 	0.5 	-9.15114
-0.40625 	-0.96875 	0.5 	-9.22843
-0.390625 	-0.96875 	0.5 	-9.32533
-0.375 	-0.96875 	0.5 	-9.40587
-0.359375 	-0.96875 	0.5 	-9.50621
-0.34375 	-0.96875 	0.5 	-9.62799
-0.328125 	-0.96875 	0.5 	-9.74753
-0.3125 	-0.96875 	0.5 	-9.85718
-0.296875 	-0.96875 	0.5 	-9.9807
-0.28125 	-0.96875 	0.5 	-10.0894
-0.265625 	-0.96875 	0.5 	-10.21
-0.25 	-0.96875 	0.5 	-10.3605
-0.234375 	-0.96875 	0.5 	-10.4862
-0.21875 	-0.96875 	0.5 	-10.6419
-0.203125 	-0.96875 	0.5 	-10.8052
-0.1875 	-0.96875 	0.5 	-10.978
-0.171875 	-0.96875 	0.5 	-11.1521
-0.15625 	-0.96875 	0.5 	-11.3169
-0.140625 	-0.96875 	0.5 	-11.4769
-0.125 	-0.96875 	0.5 	-11.6362
-0.109375 	-0.96875 	0.5 	-11.7979
-0.09375 	-0.96875 	0.5 	-11.986
-0.078125 	-0.96875 	0.5 	-12.1664
-0.0625 	-0.96875 	0.5 	-12.345
-0.046875 	-0.96875 	0.5 	-12.5177
-0.03125 	-0.96875 	0.5 	-12.6695
-0.015625 	-0.96875 	0.5 	-12.8665
0 	-0.96875 	0.5 	-13.0446
0.015625 	-0.96875 	0.5 	-13.2308
